流水號,課程名稱,授課老師,課程大綱
23528,資料礦掘,張瑞益,"|**課程資訊**        課程名稱| 資料礦掘  Data Mining  |    開課學期| 108-1    授課對象| 工學院  工程科學及海洋工程學系    授課教師| [張瑞益](teacher.php?op=s2&td=505054)    課號| ESOE5078    課程識別碼| 525 U6230    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期三7,8,9(14:20~17:20)    上課地點| 工科207    備註| 總人數上限：52人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081ESOE5078_>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=525D&cou_code=525U6230)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|對資料礦掘的原理做介紹，討論以計算機程式求解資料礦掘之相關問題，並探討資料礦掘的應用，對現今資料礦掘的文獻做討論，以幫助學生了解資料礦掘，充實資料礦掘之相關知識與技能。  增加：網路教材與實驗室相關研究整理  使用：實驗室的大數據資料分析平台    課程目標| 對data mining的原理做詳細介紹,並幫助學生了解data mining的原理和應用    課程要求| 因為有實習課程，建議能修過電腦概論。作業會分兩組，資訊工程專業以python程式開發為主，非資訊工程專業以資料分析應用為主。    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | 專題報告2  |50%|    2. | 專題報告1  |50%|      **課程進度**        週次|日期|單元主題    ||    第1週|   | 提醒！以下只是基本情況，實際每週上課內容以助教所規劃，加入上機實習與作業報告之後的情況為主！    第2週|   | 內容:Python基本教學與應用（投影片內容隨時都在更新補充，以上課為準）    第3週|   | 內容3    第4週|   | 內容4    第5週|   | 內容5    第6週|   | 內容6    第7週|   | 內容7    第8週|   | 內容8    第10週|   | 期末專案說明(11/29)    第11週|   | 報告    第12週|   | 報告&工具介紹    第13週|   | 報告&工具介紹    第14週|   | 報告&工具介紹    第15週|   | 報告&工具介紹    第16週|   | 報告    第17週|   | 報告"
75362,醫學昆蟲學上,蕭信宏,"|**課程資訊**        課程名稱| 醫學昆蟲學上  Medical Entomology (Ⅰ)  |    開課學期| 108-1    授課對象| 醫學院  寄生蟲組    授課教師| [蕭信宏](teacher.php?op=s2&td=445028)    課號| Microb7063    課程識別碼| 445 M1521    班次|    學分| 3.0    全/半年| 全年    必/選修| 選修    上課時間|    上課地點|    備註| 總人數上限：10人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=445M&cou_code=445M1521)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|待補    課程目標| 待補    課程要求| 待補    Office Hours|    參考書目| 待補    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
81605,新藥探索一,顧記華,"|**課程資訊**        課程名稱| 新藥探索一  New Drug Discovery (Ⅰ)  |    開課學期| 108-1    授課對象| 學程  分子醫藥學程    授課教師| [顧記華](teacher.php?op=s2&td=403040)    課號| PHARM7004    課程識別碼| 423 M0070    班次|    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四3,4(10:20~12:10)    上課地點| 水森326    備註| 本課程中文授課,使用英文教科書。與李水盛、林文貞、孔繁璐、忻凌偉、郭錦樺、林君榮、張嘉銓、王繼娟、徐莞曾、張琳巧、沈麗娟合授  總人數上限：45人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=423M&cou_code=423M0070)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|本課程主要是以整個藥物開發的過程為主，做一個綜合性的介紹，但每週的主題內容還是以個論為主，包括：上游物質來源(如：天然物及化學合成物)、體內及體外試驗、藥物動力學、藥物輸送及傳遞系統、毒理試驗、臨床試驗等等內容，希望學生上完整個課程後，能對整個藥物開發的過程及內容能有更充分的了解。    課程目標| 希望修課的同學都能對整體新藥開發有所了解    課程要求| 希望同學都能準時出席並專心聽課    Office Hours|    參考書目| Drug Discovery and Development. 2nd Edition • 2012\. Edited by: RG Hill andHP Rang.  High Throughput Screening-methods and protocols. Editors: Janzen, William P.,Bernasconi, Paul (Eds.) (2009).  Biopharmaceuticals: Biochemistry and Biotechnology. Edited by Gary Walsh(2013).    指定閱讀| 待補    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | 期中考  |50%|    2. | 期末考  |50%|      **課程進度**        週次|日期|單元主題    ||    第1週| 9/12  | Introduction    第2週| 9/19  | Natural products for drug discovery    第3週| 9/26  | Drug design and synthesis    第4週| 10/03  | Combinatory chemistry in drug discovery    第5週| 10/10  | 國慶紀念日(放假日)    第6週| 10/17  | Quality and quality control of pharmaceuticals-1    第7週| 10/24  | Quality control of pharmaceuticals-2    第8週| 10/31  | In vitro assay models/high throughput screening tests/in vivoefficacy study    第9週| 11/07  | 期中考    第10週| 11/14  | The basics of stem cell therapy for cardiovascular diseases    第11週| 11/21  | Strategies and methods in monitoring and targeting protein-proteininteraction    第12週| 11/28  | Formulation/drug delivery system    第13週| 12/05  | Pharmacokinetics/ Pharmacodynamics in drug development    第14週| 12/12  | Novel drug delivery systems    第15週| 12/19  | Preclinical safety evaluation in drug development    第16週| 12/26  | New drug development and clinical trial execution    第17週| 1/02  | Postmarket evaluation of pharmaceutical products    第18週| 1/09  | 期末考"
60628,微積分2,蔡忠潤,"|**課程資訊**        課程名稱| 微積分2  CALCULUS (2)  |    開課學期| 108-1    授課對象| 工商管理學系    授課教師| [蔡忠潤](teacher.php?op=s2&td=201185)    課號| MATH4007    課程識別碼| 201 49820    班次| 07    學分| 2.0    全/半年| 半年    必/選修| 必修    上課時間| 第10,11,12,13,14,15,16,17,18 週  星期二1,2(8:10~10:00)星期四3,4,10(10:20~18:20)    上課地點| 博雅201博雅201    備註| 初選不開放。密集課程。初選不開放。密集課程。統一教學.四10為實習課.  限本系所學生(含輔系、雙修生)  總人數上限：130人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081Cal2_07>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=2010&cou_code=20149820)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|本模組課程是密集課，上課時間是第十週至第十八週。    本課程將介紹單變數函數的積分運算，和它的應用。內容包含積分的定義，微積分基本定理，積分技巧，求面積體積，和初步的微分方程等。課堂上會講解定義並推導重要定理，以培養學生邏輯推理與分析能力；也會提及一些微積分在經濟學的應用，幫助學生將微積分與經濟系其他課程結合。本課程還設有習題課，學生將在助教的帶領下熟練微積分的計算。    課程目標| 修完本課程學生能熟悉微積分工具。    課程要求| 學生應熟練高中數學。    Office Hours|    參考書目| 微積分甲統一教學網站: http://www.math.ntu.edu.tw/~mathcal/a/  台大微甲考古題 http://www.math.ntu.edu.tw/~mathcal/a/?page_id=7  數學知識網站: http://episte.math.ntu.edu.tw/cgi/mathfield.pl?fld=cal  免費線上數學繪圖軟體Desmos Calculator: https://www.desmos.com/calculator  免費知識型計算引擎: https://www.wolframalpha.com    指定閱讀| Textbook: James Stewart, Calculus Early Transcendentals, 8th edition.    評量方式  (僅供參考)|   |No.|項目|百分比|說明    |||    1. | 期考  |50%| Jan 4(Saturday), 14:00~16:30 (統一教學考試)    2. | 小考  |20%| 兩次(各班獨立)    3. | 平時成績  |30%| 作業      **課程進度**        週次|日期|單元主題    ||    第10週| 11/12,11/14  | 5.1 Areas and Distances 5.2 The Definite Integral 5.3 TheFundamental Theorem of Calculus 5.4 Indefinite Integrals and the Net ChangeTheorem 5.5 The Substitution Rule    第11週| 11/19,11/21  | 6.1 Areas Between Curves 6.2 Volume 6.3 Volumes byCylindrical Shells 6.5 Average Value of a Function    第12週| 11/26,11/28  | 7.1 Integration by Parts 7.2 Trigonometric Integrals 7.3Trigonometric Substitution    第13週| 12/03,12/05  | 7.4 Integration of Rational Functions by Partial Fractions7.5 Strategy for Integration 7.8 Improper Integrals    第14週| 12/10,12/12  | 7.8 Improper Integrals Applications: Consumer and ProducerSurplus    第15週| 12/17,12/19  | Applications: Integrals in Statistics 9.1 Modeling withDifferential Equations 9.3 Separable Equations    第16週| 12/24,12/26  | 9.4 Models for Population Growth 9.5 Linear Equations 10.1Curves Defined by Parametric Equations    第17週| 12/31,1/02  | 10.2 Calculus with Parametric Curves 10.3 Polar Coordinates"
28315,古籍整理研究上,趙飛鵬,"|**課程資訊**        課程名稱| 古籍整理研究上  Research of Ancient Books Collation and Studies.(1)  |    開課學期| 108-1    授課對象| 文學院  中國文學研究所    授課教師| [趙飛鵬](teacher.php?op=s2&td=101110)    課號| CHIN7469    課程識別碼| 121 M3591    班次|    學分| 2.0    全/半年| 全年    必/選修| 選修    上課時間| 星期一8,9(15:30~17:20)    上課地點| 博雅312    備註| 限碩士班以上  總人數上限：15人  課程大綱| 目前無該大綱資料！"
24295,設計思考教練人才培育課程,郭佳瑋,"|**課程資訊**        課程名稱| 設計思考教練人才培育課程  Introduction to Design Thinking Coaching  |    開課學期| 108-1    授課對象| 學程  創意創業學程    授課教師| [郭佳瑋](teacher.php?op=s2&td=701094)    課號| DS5105    課程識別碼| Z01 U0240    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期二A,B,C(18:25~21:05)    上課地點| 卓R505    備註| 初選不開放。憑授權碼加選，修課詳閱 http://bit.ly/2NRccpc。基本能力課程。與詹魁元合授  總人數上限：20人    |    課程簡介影片|    核心能力關聯|  本課程尚未建立核心能力關連    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|教練技巧是一門可教的藝術。教練的目標是幫助學習者精熟基礎知識並提高他們的技能，因此一位優秀的教練在基礎知識和進階技巧上都必須有所掌握。教設計思考就像教體育一樣，一位優秀的教練必須足夠暸解他所指導的學員，了解他們現在所在的水平，以及該往哪個部分提升。由於「設計思考」是一項團隊運動，教練必須有效帶領團隊，讓每個人能在適當的位置上發揮自己的最大價值。  對此，在這個課程中，修課學生將走過一系列扎實的訓練，提高設計思考基礎與教練技能。在課程結束時，修課學生將具備有效推動良好設計思考專案之能力。修課學生除了獲得理論基礎的訓練外，也將能夠增進真實專案的引導技巧。如果你/妳曾經修過設計思考相關課程，並受其啟發，進而希望成為能帶領創新專案的領導者，歡迎選修此門教練課人才培育課程。      有興趣修課同學請至下列網頁填寫表單申請  https://goo.gl/qyFf5n    D-School官網：http://dschool.ntu.edu.tw  D-School粉專：https://zh-tw.facebook.com/ntudschool/    課程目標| 本課程的主要目標為二：  （1）強化修課學生設計思考的基礎能力。修課學生將通過閱讀、討論與反思進一步探索設計思考的每一個步驟。  （2）幫助修課學生培養教練技巧，有效協助修課學生從設計思考專案執行者晉升成為設計思考教練。為了有效達到這些目標，修課學生在課堂上與課堂外皆必須有所投入。除了必須積極參與課堂討論、小組時間和檢討，還需要完成教練實習(實際帶領設計思考專案)，以獲得指導設計思考的實戰經驗。在課程結束時，每位修課學生也需要為自己量身打造一本教練手冊。    課程要求| 1.修過「DS5104 設計思考入門」或「DS5101 設計思考」課程優先錄取。  2.評量項目：  （1）Attendance and participation 40%  （2）Shadowing 20%  （3）2-day Design Thinking Workshop Coaching 30%  （4）D-Day Attendance & Presentation 10%  3.上課地點為臺灣大學水源校區卓越研究大樓5樓505教室。  4.修課同學需繳交相關成果報告並參加期末成果展。    Office Hours|    參考書目| 一、指定閱讀 (請詳列每週學生應配合閱讀之篇章)  臺大創新設計學院學術小組,《設計思考教練手冊 Coach’s Guide》, 初版, 台北  設計思考教練手冊 Coach’s Guide下載網址：http://www.alphateam.tw/coachsguide/    二、延伸閱讀 (請詳列每週學生應配合閱讀之篇章)  臺大創新設計學院學術小組,《設計思考教練手冊 Coach’s Guide》, 初版, 台北    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
50661,專題討論二,張伯茹,"|**課程資訊**        課程名稱| 專題討論二  Seminar (Ⅱ)  |    開課學期| 108-1    授課對象| 園藝暨景觀學研究所    授課教師| [張伯茹](teacher.php?op=s2&td=608083)    課號| HORT8002    課程識別碼| 628 D0040    班次| 03    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間| 星期三7,8,9(14:20~17:20)    上課地點|    備註| 景觀暨休憩組博二學生修習。與張俊彥、陳惠美、鄭佳昆、林寶秀合授  限博士班  總人數上限：20人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=628D&cou_code=628D0040)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|一、課程目標：  本課程目的在訓練學生界定、分析問題及資料收集、整理分析之能力、寫作能力、口語表達能力、批判思考、反應機智及開放自主學習，進而促進研究生逐漸養成獨立研究的作業經驗與基本能力。    二、課程內容：  1\. 安排相關專題演講，協助同學進一步瞭解當前的發展動態及挑戰。  2\. 本組同學之專題報告，溝通與討論的經驗成果交流。  3\. 本組應屆畢業研究生之論文宣讀，作為正式口試的預演機會。  4\. 其他學術活動之參加，拓展專業智能的視野及深度。    三、上課方式：    1\. 專題演講事先邀請專家學者排定時間，全體研究生應出席參加聽講。演講內容由全體修課同學自行紀錄，並於本學期結束前將紀錄裝訂成一冊送交任課老師。  2\. 專題報告分口頭報告及書面報告兩部分。同學應事先與指導教授或任課教師商訂專題報告題目，並排定時間依序報告。  3\.專題報告之一週前應先草擬大綱，由相關之指導老師協助修改補充後，公開張貼準備專題報告大綱（格式為B4），並於七日前以電子郵件寄交給全體老師及同學。報告時間每位同學25分鐘，討論時間及講評25分鐘。  4\. 博士班研究生之專題簡報圖文檔一律要求以英文撰述，碩士班研究生則可依自願原則自行決定之。  5\. 專題報告結束當日，報告同學應將簡報圖文檔全列公告參考，並且務必先邀聘至少三位講評人，其中一位必須為博士班研究生。  6\.專題報告後應依講述內容及師生補充評論，撰寫期末報告書，並於專討報告全部結束後兩週內（6月17日之前）繳交完整報告書三份，及全文電腦檔案（word格式）供評定成績。該報告書格式，以符合國內學術期刊徵文格式為原則。  7\. 每位修課同學每學期應經常主動參加校外或外系舉辦之相關學術演講、研討會或參觀活動，充實個人各方面之學識智能。  8\.修課同學應分組輪流擔任值日工作，包括上課相關器材之預備（幻燈機、投影機、單槍投影機、計時鈴、延長線、穩壓器、雷射筆）及專題演講貴賓飲用茶水，並於上課前10分鐘準備完善。    四、學期考評：    1\. 專題簡報佔30%，重點在於大綱之準備、媒體運用、口才機智及時間控制。  2\. 期末報告書佔40%，重點在於報告內容品質、架構及撰稿格式等（報告編列格式及相關細節規定於課程開始後於課堂上公開討論後確定）。  3\. 專題演講紀錄、個人參與相關學術活動實錄及心得報告等佔20%。  4\. 專題演講與專題報告之參與討論程度佔10%，全學期不發言討論或發言內容無聊者，不給分。給分原則由任課教師定之。  5\. 書面報告成績由所有參與專題討論之教師共同評定。  6\. 無故缺席者每次扣學期總成績 5分，事先請假或遲到早退者每次扣學期總成績2分。    五、參考文獻（上課後補發）    註：本學期系列演講及專題簡報題目、時序表將於開始上課第一週內公告於本系所相關佈告欄。    課程目標| 待補    課程要求| 待補    Office Hours|    參考書目| 待補    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
78978,生產與作業排程,黃奎隆,"|**課程資訊**        課程名稱| 生產與作業排程  Production and Operations Scheduling  |    開課學期| 108-1    授課對象| 工學院  工業工程學研究所    授課教師| [黃奎隆](teacher.php?op=s2&td=546014)    課號| IE5041    課程識別碼| 546 U6110    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四2,3,4(9:10~12:10)    上課地點| 國青101    備註| 本課程以英語授課。  總人數上限：30人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=546M&cou_code=546U6110)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|待補    課程目標| 待補    課程要求| 待補    Office Hours|    參考書目| 待補    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
98002,地學通論（二）,翁叔平,"|**課程資訊**        課程名稱| 地學通論（二）  Introduction to Geography (II)  |    開課學期| 108-1    授課對象| 國立臺灣師範大學    授課教師| [翁叔平](teacher.php?op=s2&td=000001)    課號| TA10610060    課程識別碼| TAGEU0234    班次| 74    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期四1,2(8:10~10:00)    上課地點| 本部 誠201    備註| 臺師大校際課程。課程性質：學士班。限大一修；限修學制：大、碩、博  總人數上限：3人  課程大綱|[http://courseap.itc.ntnu.edu.tw/acadmOpenCourse/SyllabusCtrl?year=108&term;=1&courseCode;=GEU0234&courseGroup;=&deptCode;=LU23&formS;=1&classes1;=2&deptGroup;="
59156,專題研究一,蔣丙煌,"|**課程資訊**        課程名稱| 專題研究一  Research Training (Ⅰ)  |    開課學期| 108-1    授課對象| 食品科技研究所    授課教師| [蔣丙煌](teacher.php?op=s2&td=641008)    課號| FOOD7002    課程識別碼| 641 M0060    班次| 05    學分| 1.0    全/半年| 半年    必/選修| 必修    上課時間|    上課地點|    備註| 限本系所學生(含輔系、雙修生)  總人數上限：30人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=641M&cou_code=641M0060)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|由授課教師填寫    課程目標|    課程要求|    Office Hours|    參考書目|    指定閱讀|    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||  無資料"
20901,專題研究,陳瑞琳,|**課程資訊**        課程名稱| 專題研究  Individual Study  |    開課學期| 108-1    授課對象| 應用力學研究所    授課教師| [陳瑞琳](teacher.php?op=s2&td=543049)    課號| AM7003    課程識別碼| 543 M0070    班次| 18    學分| 0.0    全/半年| 半年    必/選修| 選修    上課時間|    上課地點|    備註| 總人數上限：20人    |    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=543D&cou_code=543M0070)
14114,空氣中有害物採樣與分析,蔡詩偉,"|**課程資訊**        課程名稱| 空氣中有害物採樣與分析  Air Sampling and Analysis  |    開課學期| 108-1    授課對象| 公共衛生學院  環境與職業健康科學研究所    授課教師| [蔡詩偉](teacher.php?op=s2&td=852006)    課號| EOHS7035    課程識別碼| 852 M0350    班次|    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期一6,7(13:20~15:10)    上課地點| 公衛208    備註| 與陳志傑、張靜文、吳章甫合授  總人數上限：25人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081EOHS7035_AirAnal>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=852D&cou_code=852M0350)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|To provides an overview of air sampling and analysis    課程目標| (1) to describe the framework for studying air pollutants  (2) to introduce the properties and measurement of gases and vapors  (3) to introduce the properties and measurement of aerosols  (4) to introduce the sources of variability in exposures and exposureassessment strategies    課程要求| 課堂討論, 繳交作業    Office Hours|    參考書目|    指定閱讀| Texts:    1) Air monitoring for toxic exposures, by Henry J. McDermott; Hoboken, N.J. :Wiley-Interscience, c2004, 2nd ed  2) Occupational exposure assessment for air contaminants, by GurumurthyRamachandran; Boca Raton, FL : Taylor & Francis, 2005  3) Air sampling and industrial hygiene engineering, by Martha J. Boss, DennisW. Day; Boca Raton, Fla. : Lewis Publishers, c2001  4) Hazardous wastes analysis, by Shane S. Que Hee; Rockville, MD: ABS GroupInc., 1999.  5) Gas mixtures: preparation and control, by Gary Nelson; CRC; 1992.    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||    第1週|   | Introduction: framework for exposure assessment, air monitoring review(Texts 1: Chap 1; Texts 2: Chap 1) (蔡詩偉老師)    第2週|   | Properties of gases and vapors (I) (Texts 2: Chap 2; Texts 4: pages149~152, 160~162, 165~167, 191~198) (蔡詩偉老師)    第3週|   | Properties of gases and vapors (II) (Texts 2: Chap 2; Texts 4: pages149~152, 160~162, 165~167, 191~198) (蔡詩偉老師)    第4週|   | Flow rate and volume measurements (Texts 2: Chap 5; Texts 3: Chap 3;Texts 5: Chap 3) (蔡詩偉老師)    第5週|   | Generating known concentration and calibrations (I: Static system)(Texts 5: Chap 4~5) (蔡詩偉老師)    第6週|   | Generating known concentration and calibrations (II: Dynamic system)(Texts 5: Chap 4~5) (蔡詩偉老師)    第7週|   | Lab 1: Principles and Operations of Gas Chromatography (蔡詩偉老師)    第8週|   | Lab 2: Generations of Standard Gases and Vapors (蔡詩偉老師)    第9週|   | Midterm Exam (蔡詩偉老師)    第10週|   | Gas and vapor sampling methods (I: Dynamic sampling) (Texts 1: Chap 6;Texts 2: Chap 6; Handouts) (蔡詩偉老師)    第11週|   | Gas and vapor sampling methods (II: Passive sampling) (Texts 1: Chap 6;Texts 2: Chap 6; Handouts) (蔡詩偉老師)    第12週|   | Gas and vapor sampling methods (III: Sampling with SPME devices) (Texts1: Chap 6; Texts 2: Chap 6; Handouts) (蔡詩偉老師)    第13週|   | Lab 3: Dynamic sampling and analysis (蔡詩偉老師)    第14週|   | Lab 4: SPME vs. liquid samples (蔡詩偉老師)    第15週|   | Lab 5: SPME vs. air samples (蔡詩偉老師)    第16週|   | Basic aerosol properties (Texts 2: Chap 9; Chap 11) (蔡詩偉老師)    第17週|   | Air monitoring strategies (Texts 2: Chap 16; Texts 3: Chap 10) (蔡詩偉老師)    第18週|   | Final exam (蔡詩偉老師)"
37815,光學傳播散射模擬,曾雪峰,"|**課程資訊**        課程名稱| 光學傳播散射模擬  Simulation of Light Scattering and Propagation  |    開課學期| 108-1    授課對象| 電機資訊學院  電機工程學研究所    授課教師| [曾雪峰](teacher.php?op=s2&td=941020)    課號| OE5047    課程識別碼| 941 U0570    班次|    學分| 3.0    全/半年| 半年    必/選修| 選修    上課時間| 星期五2,3,4(9:10~12:10)    上課地點| 電二303    備註| 本課程以英語授課。  總人數上限：24人    Ceiba 課程網頁| <http://ceiba.ntu.edu.tw/1081OE5047_OptSim>    課程簡介影片|    核心能力關聯|[核心能力與課程規劃關聯圖](http://coursemap.aca.ntu.edu.tw/course_map_all/relations.php?code=941D&cou_code=941U0570)    **課程大綱**    **為確保您我的權利,請尊重智慧財產權及不得非法影印**    課程概述|Each lecture would be tailored according to students' understanding. Subjectsto be covered for this course are:  1) Electromagnetism  2) Basic numerical methods  3) Introduction to optics simulation techniques  4) Monte Carlo technique  5) Numerical solutions of Maxwell's equations  5) Finite-difference time-domain method  6) Modeling practical problems    課程目標|這門課的主要目的乃是在建立對光學模擬技術的瞭解,並且能實際獨力完成模擬研究問題,以應付日後在研究上所需。本課程將著重在時域有限差分法與蒙地卡羅法在光學模擬的應用。    在學期終了,學生將:  1) 充分瞭解光學模擬的基本知識  2) 具備獨力完成利⽤時域有限差分法與蒙地卡羅法模擬光散射或是其他研究課題    課程要求| \- General Physics  \- Calculus  \- Electromagnetism  \- Basic programming skills (Matlab)    Office Hours| 另約時間 備註： email for an appointment    參考書目| TBA.    指定閱讀| \- Lecture Handouts  \- Allen Taflove, ""Computational Electrodynamics: The finite-difference time-domain method,"" 2nd edition, Artech House, June 2000.    評量方式  (僅供參考)|    **課程進度**        週次|日期|單元主題    ||    第1週|   | Introduction    第2週|   | Matlab workshop    第3週|   | ""Capturing the essence of simulation analysis"" key message 1: how tomodel problems? ^ identify key mechanism ^ governing equation key message 2:Approximation, Simplification is necessary!! ^ to model a Real problem, it isinfeasible to account for every single variable. ^ make approximations tosimplify the problem. ^ focus on the key mechanism that you plan to analyze.    第4週|   | ""validate simulation, how?"" 01 key message 01:  “validation,verification of your simulation:” ^ identify the governing equation ^ compareit with a simplified situation, “compare simulation with THE CORRECT answer.key message 02: ^ by increasing enhancing the simulation (maybe resolution),^ should be no lower bound for the error;  ^ error should go downindefinitely.""    第6週|   | validate simulation, how? 02    第7週|   | Ray tracing lecture    第8週|   | ""Ray tracing (summary) key message: when doing simulations, it isCRITICAL to discuss, quantify the error, difference caused by yourassumption.""    第9週|   | theme:  “Rigorous simulation of E&M” “how to relate discrete vs.continuous?”    第10週|   | Introduction to 1D FDTD    第11週|   | 1D FDTD: Yee algorithm    第12週|   | Midterm exam    第13週|   | FDTD 02    第14週|   | FDTD 03    第15週|   | Special Topic: 01    第16週|   | Monte Carlo Method    第17週|   | Final Project Presentation"
96580,書法藝術,蔡耀慶,"|**課程資訊**        課程名稱| 書法藝術  The Art of Calligraphy  |    開課學期| 108-1    授課對象| 國立臺灣科技大學    授課教師| [蔡耀慶](teacher.php?op=s2&td=000001)    課號| TB10810039    課程識別碼| TBTCG1003    班次| 01    學分| 2.0    全/半年| 半年    必/選修| 選修    上課時間| 星期三A,B(18:25~20:10)    上課地點|    備註| 臺科大校際課程。課程性質：學士班。限50人  總人數上限：2人  課程大綱|[http://info.ntust.edu.tw/faith/edua/app/qry_linkoutline.aspx?semester=1081&courseno;=TCG100301"
34027,分子生物學及技術,詹迺立,"|**課程資訊**        課程名稱| 分子生物學及技術  Molecular Biology and Techniques  |    開課學期| 108-1    授課對象| 醫學院  腫瘤醫學研究所    授課教師| [詹迺立](teacher.php?op=s2&td=442018)    課號| md&ph5074;    課程識別碼| 420 U4800    班次|    學分| 4.0    全/半年| 半年    必/選修| 必帶    上課時間| 星期二9,10(16:30~18:20)星期四9,10(16:30~18:20)    上課地點| 基醫301基醫301    備註| 本課程中文授課,使用英文教科書。@研究所共同課程。與胡務亮、方偉宏、詹智強、林榮耀、張明富、李明學、余明俊、林敬哲、陳炳宏、張鑫、鄧述諄、李財坤、詹世鵬、楊宏志、許弘明、蔡幸真、李芳仁、阮麗蓉、劉雅雯、蔡欣祐、許秉寧、張百恩、陳佑宗、陳沛隆合授  總人數上限：186人  課程大綱| 目前無該大綱資料！"
